Ticker,Quarter,EPS,BPS,PER,PBR,ROE,ROA,ROIC,Debt_ratio
MTB,21.12/31,13.80,139.13,11.12,1.10,10.40,1.20,2.10,766.40
MTB,21.09/30,13.95,136.21,10.71,1.10,10.70,1.20,2.10,766.60
MTB,21.06/30,13.01,129.95,11.18,1.12,10.20,1.10,1.90,800.80
MTB,21.03/31,11.34,127.95,13.39,1.19,9.00,1.00,1.60,815.00
MTB,20.12/31,9.94,126.18,12.77,1.01,8.00,0.90,1.40,780.90
MTB,20.09/30,10.01,125.51,9.08,0.73,8.20,1.00,1.50,761.00
MTB,20.06/30,10.73,124.30,9.47,0.84,8.90,1.10,1.60,775.10
MTB,20.03/31,12.33,121.95,8.24,0.85,10.40,1.30,1.90,687.70
MTB,19.12/31,13.75,119.10,12.11,1.43,11.80,1.50,2.10,662.70
MTB,19.09/30,13.90,118.68,11.11,1.34,12.20,1.60,2.10,695.30
MTB,19.06/30,13.96,115.86,11.94,1.48,12.50,1.60,2.20,674.60
MTB,19.03/31,13.88,113.04,11.07,1.40,12.70,1.70,2.20,670.00
MTB,18.12/31,12.74,110.15,10.94,1.30,11.80,1.50,2.10,676.80
MTB,18.09/30,11.03,108.08,14.67,1.53,10.20,1.40,2.00,656.80
TW,24.09/30,2.08,26.74,65.14,5.13,8.10,6.20,38.50,18.40
TW,24.06/30,2.01,26.42,57.78,4.45,8.00,6.10,38.80,19.10
TW,24.03/31,1.88,25.90,60.92,4.46,7.60,5.90,38.10,24.00
TW,23.12/31,1.71,25.49,58.47,3.97,7.00,5.60,36.10,21.00
TW,23.09/30,1.72,24.88,51.63,3.57,7.10,5.70,42.60,13.20
TW,23.06/30,1.59,24.50,47.99,3.10,6.70,5.30,39.40,14.90
TW,23.03/31,1.50,24.04,58.97,3.70,6.40,5.10,38.60,12.80
TW,22.12/31,1.48,24.10,49.19,3.07,6.40,5.10,35.70,14.40
TW,22.09/30,1.29,23.67,49.11,2.72,5.70,4.50,36.50,14.00
TW,22.06/30,1.22,23.06,62.77,3.39,5.50,4.30,35.30,13.10
TW,22.03/31,1.16,22.78,85.16,4.43,5.30,4.10,33.00,15.20
TW,21.12/31,1.09,23.06,102.69,5.01,5.00,3.80,32.80,14.70
TW,21.09/30,1.14,22.70,80.70,4.10,5.20,4.00,31.10,15.00
TW,21.06/30,1.07,22.54,91.32,4.32,4.90,3.80,29.60,14.70
TW,21.03/31,0.96,22.70,89.14,3.75,4.50,3.40,28.00,14.20
TW,20.12/31,0.88,23.85,85.50,3.30,4.20,3.00,27.80,15.40
TW,20.09/30,0.66,21.61,86.38,3.25,4.10,2.90,31.30,16.20
TW,20.06/30,0.67,22.60,90.35,3.27,4.20,2.70,27.20,15.80
TW,20.03/31,0.60,21.07,73.88,2.69,4.10,2.40,26.10,14.20
TW,19.12/31,0.54,22.83,123.08,3.05,2.40,1.60,20.90,14.90
TW,19.09/30,0.61,20.10,72.02,2.86,3.10,2.20,23.20,39.50
TW,19.06/30,0.00,19.92,0.00,3.42,N/A,N/A,N/A,21.70
TW,19.03/31,0.00,20.69,0.00,0.00,N/A,N/A,N/A,5.70
TW,18.12/31,0.00,20.58,0.00,0.00,N/A,N/A,N/A,9.00
TW,17.12/31,0.00,0.00,0.00,0.00,N/A,N/A,N/A,32.10
DXCM,24.09/30,1.66,5.02,39.46,13.58,31.20,10.50,11.60,221.10
DXCM,24.06/30,1.61,6.10,67.61,18.52,29.60,10.20,12.40,179.30
DXCM,24.03/31,1.54,5.76,83.64,23.80,29.40,9.80,11.90,188.50
DXCM,23.12/31,1.30,5.36,88.54,23.18,25.00,8.60,11.70,202.80
DXCM,23.09/30,0.91,5.87,95.99,15.96,17.30,6.20,10.40,190.90
DXCM,23.06/30,0.86,5.43,139.34,23.72,17.30,6.30,9.40,224.70
DXCM,23.03/31,0.70,5.78,153.48,20.11,13.90,5.60,8.40,147.00
DXCM,22.12/31,0.82,5.48,128.19,20.52,16.20,6.60,7.60,152.90
DXCM,22.09/30,0.58,4.68,129.53,17.33,11.70,4.90,5.20,168.50
DXCM,22.06/30,0.55,5.75,127.08,12.97,10.70,4.60,4.80,131.30
DXCM,22.03/31,0.62,5.63,192.70,22.68,12.30,5.30,5.50,131.00
DXCM,21.12/31,0.53,5.28,239.94,25.49,10.70,4.70,5.80,141.60
DXCM,21.09/30,1.51,5.51,83.52,24.77,32.20,14.10,8.20,123.60
DXCM,21.06/30,1.49,5.16,66.78,20.67,34.20,14.50,7.80,125.50
DXCM,21.03/31,1.42,4.94,58.96,18.16,35.60,14.60,7.10,130.70
DXCM,20.12/31,1.33,4.84,64.59,19.44,39.20,15.60,7.90,134.90
DXCM,20.09/30,0.61,3.91,170.78,26.32,19.80,7.60,8.90,155.70
DXCM,20.06/30,0.55,3.61,182.89,27.65,20.80,7.80,9.00,160.10
DXCM,20.03/31,0.40,2.55,166.76,26.39,18.10,6.50,8.50,161.90
DXCM,19.12/31,0.28,2.42,198.03,22.68,13.50,4.70,7.40,171.40
DXCM,19.09/30,-0.49,2.09,-79.44,17.81,-24.60,-8.40,-5.90,186.00
DXCM,19.06/30,-0.48,1.89,-80.02,19.82,-26.40,-9.60,-8.30,200.10
DXCM,19.03/31,-0.37,1.85,-82.58,16.03,-21.90,-8.60,-8.10,195.20
DXCM,18.12/31,-0.36,1.88,-83.74,16.05,-23.90,-10.30,-10.50,188.90
DXCM,18.09/30,0.12,1.59,292.56,22.48,9.20,4.40,10.30,98.20
ED,24.09/30,5.32,63.25,19.55,1.65,8.60,2.70,3.90,213.50
ED,24.06/30,5.15,62.33,17.35,1.43,8.30,2.70,3.90,215.00
ED,24.03/31,5.22,62.56,17.37,1.45,8.50,2.80,4.00,208.50
ED,23.12/31,7.21,60.85,12.47,1.48,12.00,3.90,5.00,213.50
ED,23.09/30,6.75,61.10,12.42,1.40,11.40,3.70,5.00,205.60
ED,23.06/30,6.95,60.15,12.72,1.51,11.90,3.80,5.00,206.50
ED,23.03/31,7.02,59.06,13.64,1.63,12.10,3.80,5.00,201.30
ED,22.12/31,4.66,58.36,20.38,1.64,8.10,2.50,3.70,232.90
ED,22.09/30,4.76,58.51,17.95,1.47,8.30,2.60,3.50,215.90
ED,22.06/30,4.56,57.54,20.81,1.65,8.00,2.50,3.40,218.00
ED,22.03/31,4.32,57.55,21.93,1.65,7.60,2.40,3.40,211.60
ED,21.12/31,3.85,57.51,22.42,1.51,6.80,2.10,3.10,213.50
ED,21.09/30,3.34,56.70,22.02,1.28,6.00,1.90,2.70,212.40
ED,21.06/30,3.29,57.16,21.95,1.25,5.90,1.80,2.70,217.10
ED,21.03/31,3.38,55.62,22.37,1.35,6.10,1.90,2.80,226.00
ED,20.12/31,3.28,56.29,21.98,1.28,6.00,1.80,3.00,232.60
ED,20.09/30,4.05,55.29,19.23,1.41,7.40,2.30,3.60,221.10
ED,20.06/30,4.00,54.55,18.03,1.32,7.40,2.30,3.70,223.00
ED,20.03/31,3.89,54.74,20.10,1.43,7.20,2.30,3.70,222.80
ED,19.12/31,4.08,54.86,22.39,1.67,7.60,2.40,3.80,221.20
ED,19.09/30,4.24,54.06,22.74,1.75,7.90,2.50,4.00,210.50
ED,19.06/30,4.21,53.94,21.37,1.62,7.90,2.50,4.00,213.10
ED,19.03/31,4.35,53.86,19.76,1.57,8.40,2.70,4.20,216.30
ED,18.12/31,4.42,53.66,17.23,1.42,8.60,2.70,4.20,221.70
ED,18.09/30,4.99,51.07,15.23,1.49,9.90,3.20,4.20,211.80
EXR,24.09/30,3.76,66.18,47.24,2.73,5.70,2.90,3.50,93.50
EXR,24.06/30,3.81,66.98,40.95,2.32,5.60,2.90,3.50,89.10
EXR,24.03/31,4.43,67.67,37.93,2.18,7.10,3.50,3.90,85.30
EXR,23.12/31,4.74,85.04,42.17,2.35,9.10,4.00,4.30,83.70
EXR,23.09/30,5.44,74.43,32.46,1.77,13.00,4.90,4.80,83.00
EXR,23.06/30,6.13,24.15,24.41,6.17,25.30,6.80,5.80,255.90
EXR,23.03/31,6.36,24.19,25.77,6.76,26.30,7.20,6.00,249.00
EXR,22.12/31,6.41,24.32,22.90,6.05,26.60,7.50,6.00,248.20
EXR,22.09/30,6.89,24.27,25.01,7.12,28.90,8.40,6.50,239.10
EXR,22.06/30,6.64,23.86,25.60,7.13,28.50,8.50,6.50,223.10
EXR,22.03/31,6.16,23.93,33.30,8.59,27.00,8.20,6.40,209.10
EXR,21.12/31,6.19,23.37,36.68,9.74,27.60,8.50,6.60,214.60
EXR,21.09/30,5.39,22.36,31.43,7.51,25.00,7.50,5.90,211.40
EXR,21.06/30,4.87,22.19,34.14,7.38,23.70,6.90,5.60,205.60
EXR,21.03/31,4.42,22.14,30.35,5.99,22.50,6.40,5.20,206.10
EXR,20.12/31,3.71,19.67,31.08,5.88,19.80,5.50,4.60,253.50
EXR,20.09/30,3.38,18.54,31.53,5.78,18.10,5.10,4.50,250.80
EXR,20.06/30,3.33,18.43,27.64,5.02,17.50,5.10,4.50,243.50
EXR,20.03/31,3.34,18.55,28.64,5.18,17.50,5.10,4.60,240.80
EXR,19.12/31,3.24,19.81,32.57,5.39,17.00,5.00,4.60,220.90
EXR,19.09/30,3.17,19.59,36.69,5.95,16.80,5.00,4.60,214.50
EXR,19.06/30,3.36,19.14,31.34,5.54,17.90,5.40,4.90,227.70
EXR,19.03/31,3.30,18.77,30.76,5.44,17.70,5.40,4.90,224.80
EXR,18.12/31,3.27,19.14,27.56,4.74,17.50,5.40,4.90,209.70
EXR,18.09/30,4.16,18.94,20.69,4.58,22.50,7.00,5.70,209.90
EBAY,24.09/30,3.98,11.13,15.76,5.87,34.20,9.70,18.10,267.40
EBAY,24.06/30,5.15,10.98,10.10,4.92,44.70,12.70,22.60,268.80
EBAY,24.03/31,5.02,12.16,10.36,4.36,44.30,12.50,21.90,241.40
EBAY,23.12/31,5.19,12.07,8.18,3.54,48.20,13.40,21.70,238.00
EBAY,23.09/30,5.00,11.15,8.64,3.98,50.00,13.20,21.40,259.10
EBAY,23.06/30,2.41,9.87,17.81,4.53,26.00,6.70,11.80,278.80
EBAY,23.03/31,1.14,10.03,37.28,4.42,12.40,3.20,5.90,271.30
EBAY,22.12/31,-2.27,9.24,-17.73,4.37,-22.80,-6.10,-7.20,304.60
EBAY,22.09/30,0.02,8.86,722.22,4.17,0.40,0.10,-2.20,293.50
EBAY,22.06/30,0.55,9.43,64.62,4.45,4.40,1.50,0.10,274.80
EBAY,22.03/31,17.18,12.02,2.89,4.77,114.00,42.00,44.40,225.80
EBAY,21.12/31,20.54,15.00,3.06,4.26,145.10,51.10,57.20,172.30
EBAY,21.09/30,18.24,16.92,3.63,4.14,159.60,50.40,58.50,167.30
EBAY,21.06/30,18.78,19.31,3.71,3.68,221.50,58.40,68.40,144.50
EBAY,21.03/31,4.15,5.54,14.39,11.05,88.10,15.10,22.10,396.80
EBAY,20.12/31,7.89,5.02,6.11,9.73,197.10,29.60,36.60,442.30
EBAY,20.09/30,7.17,4.20,6.78,12.49,199.10,28.50,33.80,530.90
EBAY,20.06/30,6.60,4.13,7.32,12.67,180.10,26.50,31.30,589.70
EBAY,20.03/31,6.01,2.81,5.11,11.32,151.40,24.30,28.20,795.00
EBAY,19.12/31,2.09,3.38,16.45,10.24,46.20,8.90,10.90,533.20
EBAY,19.09/30,2.19,3.94,16.43,10.00,42.20,9.40,10.30,472.30
EBAY,19.06/30,2.55,4.77,14.34,8.38,42.60,10.70,12.60,415.60
EBAY,19.03/31,2.73,5.78,12.87,6.53,41.30,11.40,12.90,329.20
EBAY,18.12/31,2.55,6.41,10.68,4.30,36.20,10.70,11.90,263.30
EBAY,18.09/30,-0.63,7.11,-39.32,4.72,-11.20,-3.40,11.70,241.30
LYV,24.09/30,0.94,1.25,110.33,88.25,"1,187.90",1.20,15.10,"6,534.60"
LYV,24.06/30,1.21,-0.19,73.88,N/A,"10,352.40",1.50,15.80,N/A
LYV,24.03/31,1.20,-0.50,84.15,N/A,N/A,1.50,14.80,N/A
LYV,23.12/31,1.37,-0.23,68.26,N/A,N/A,1.60,14.50,N/A
LYV,23.09/30,1.61,0.97,49.32,86.19,N/A,2.10,14.70,"8,241.50"
LYV,23.06/30,1.07,-0.82,81.07,N/A,N/A,1.50,13.00,N/A
LYV,23.03/31,0.71,-2.02,91.83,N/A,N/A,1.00,11.70,N/A
LYV,22.12/31,0.64,-1.64,107.91,N/A,N/A,0.90,11.10,N/A
LYV,22.09/30,0.70,-0.33,91.87,N/A,N/A,1.20,10.80,N/A
LYV,22.06/30,-0.50,-1.83,-191.19,N/A,N/A,-0.70,4.90,N/A
LYV,22.03/31,-2.06,-2.33,-58.92,N/A,N/A,-3.20,-1.80,N/A
LYV,21.12/31,-3.09,-2.68,-40.09,N/A,N/A,-5.30,-5.40,N/A
LYV,21.09/30,-4.19,-1.87,-22.26,N/A,N/A,-7.60,-8.20,N/A
LYV,21.06/30,-6.83,-4.23,-13.11,N/A,N/A,-13.10,-16.20,N/A
LYV,21.03/31,-8.60,-3.41,-10.07,N/A,N/A,-16.60,-21.00,N/A
LYV,20.12/31,-8.12,-2.22,-9.26,N/A,"-1,094.10",-15.30,-21.10,N/A
LYV,20.09/30,-6.91,-0.47,-7.95,N/A,-262.00,-13.00,-18.50,N/A
LYV,20.06/30,-3.75,1.62,-12.00,27.91,-87.50,-7.20,-8.90,"3,199.20"
LYV,20.03/31,-0.67,4.07,-69.94,11.35,-12.50,-1.30,3.00,"1,237.00"
LYV,19.12/31,-0.02,5.45,"-3,128.69",13.33,-0.40,N/A,5.90,830.10
LYV,19.09/30,0.01,6.11,"1,573.06",10.99,0.80,0.10,7.30,656.00
LYV,19.06/30,0.00,5.59,"2,531.68",11.94,0.50,0.10,7.90,776.90
LYV,19.03/31,-0.17,4.99,-417.27,12.85,-2.80,-0.40,7.70,868.70
LYV,18.12/31,-0.09,5.30,-584.68,9.39,-1.50,-0.20,10.40,651.00
LYV,18.09/30,-0.40,6.35,-149.99,8.64,-6.30,-0.90,5.90,528.40
CCL,24.08/31,1.12,6.56,13.81,2.52,21.60,3.20,5.30,479.30
CCL,24.05/31,0.65,5.20,21.85,2.90,13.20,1.80,4.30,628.00
CCL,24.02/29,0.26,5.12,51.15,3.10,6.10,0.80,3.60,644.70
CCL,23.11/30,-0.06,5.27,-265.84,2.86,-1.10,-0.10,3.00,613.70
CCL,23.08/31,-1.35,5.33,-12.72,2.97,-24.90,-3.20,0.60,614.90
CCL,23.05/31,-2.79,4.50,-4.22,2.50,-50.50,-6.70,-2.20,784.50
CCL,23.02/28,-4.08,4.75,-2.82,2.24,-65.50,-9.40,-4.60,742.50
CCL,22.11/30,-5.16,5.44,-2.12,1.83,-71.70,-11.60,-6.60,631.80
CCL,22.08/31,-6.24,7.10,-1.57,1.33,-72.80,-13.50,-8.30,519.60
CCL,22.05/31,-8.09,7.03,-1.78,1.98,-80.60,-17.20,-11.30,541.50
CCL,22.02/28,-8.31,8.80,-2.53,2.31,-68.30,-17.50,-11.50,416.70
CCL,21.11/30,-8.46,10.42,-2.16,1.69,-58.70,-17.30,-11.60,339.30
CCL,21.08/31,-8.30,12.84,-3.07,1.88,-49.80,-16.60,-11.20,260.00
CCL,21.05/31,-9.49,15.44,-3.75,1.91,-46.90,-16.80,-11.90,208.00
CCL,21.02/28,-13.73,17.75,-2.61,1.51,-56.60,-21.60,-17.10,188.80
CCL,20.11/30,-13.20,22.76,-1.76,0.88,-48.10,-20.40,-17.30,160.70
CCL,20.08/31,-10.29,24.90,-1.70,0.66,-33.70,-15.80,-14.20,160.60
CCL,20.05/31,-4.02,29.34,-3.79,0.54,-12.30,-6.40,-5.60,139.00
CCL,20.02/29,2.70,34.20,12.69,0.98,7.60,4.20,5.10,93.30
CCL,19.11/30,4.32,35.60,10.74,1.27,12.10,6.70,7.90,77.60
CCL,19.08/31,4.43,35.31,10.32,1.25,12.50,7.00,8.30,74.00
CCL,19.05/31,4.26,33.62,12.29,1.52,12.30,6.90,8.20,84.60
CCL,19.02/28,4.39,33.73,13.40,1.71,12.70,7.30,8.60,81.20
CCL,18.11/30,4.44,33.71,13.87,1.79,12.90,7.50,8.90,73.50
CCL,18.08/31,4.48,33.46,14.14,1.84,13.20,7.70,9.20,69.40
HPQ,24.10/31,2.81,-1.35,12.34,N/A,N/A,7.30,38.30,N/A
HPQ,24.07/31,2.85,-1.42,12.42,N/A,N/A,7.70,37.40,N/A
HPQ,24.04/30,2.96,-0.93,9.28,N/A,N/A,8.10,36.10,N/A
HPQ,24.01/31,3.41,-1.65,8.33,N/A,N/A,9.40,33.20,N/A
HPQ,23.10/31,3.26,-1.08,7.98,N/A,N/A,8.90,30.80,N/A
HPQ,23.07/31,2.30,-2.26,14.29,N/A,N/A,6.10,27.50,N/A
HPQ,23.04/30,2.62,-2.51,11.16,N/A,N/A,7.00,29.80,N/A
HPQ,23.01/31,2.50,-3.77,11.15,N/A,N/A,6.70,37.30,N/A
HPQ,22.10/31,2.98,-2.91,8.87,N/A,N/A,8.00,49.10,N/A
HPQ,22.07/31,5.64,-2.26,5.44,N/A,N/A,16.20,66.00,N/A
HPQ,22.04/30,5.48,-1.81,6.14,N/A,N/A,16.60,84.70,N/A
HPQ,22.01/31,5.52,-2.15,6.06,N/A,N/A,17.80,113.00,N/A
HPQ,21.10/31,5.36,-1.36,5.34,N/A,N/A,18.20,133.80,N/A
HPQ,21.07/31,3.20,-3.33,8.58,N/A,N/A,11.60,149.00,N/A
HPQ,21.04/30,2.80,-2.72,11.65,N/A,N/A,10.60,136.20,N/A
HPQ,21.01/31,2.35,-2.52,9.79,N/A,N/A,9.30,112.30,N/A
HPQ,20.10/31,1.98,-1.58,8.76,N/A,N/A,8.40,102.30,N/A
HPQ,20.07/31,1.78,-1.40,9.80,N/A,N/A,7.70,109.90,N/A
HPQ,20.04/30,2.04,-0.52,7.39,N/A,N/A,9.20,153.90,N/A
HPQ,20.01/31,2.02,-1.12,10.24,N/A,N/A,9.40,153.20,N/A
HPQ,19.10/31,2.07,-0.79,8.17,N/A,N/A,9.70,134.90,N/A
HPQ,19.07/31,2.70,-0.76,7.52,N/A,N/A,12.80,116.90,N/A
HPQ,19.04/30,2.46,-0.97,7.84,N/A,N/A,11.70,99.10,N/A
HPQ,19.01/31,2.59,-1.18,8.16,N/A,N/A,12.60,92.50,N/A
HPQ,18.10/31,3.26,-0.40,7.17,N/A,N/A,15.60,71.60,N/A
IRM,24.09/30,0.36,-0.88,332.90,N/A,N/A,0.60,3.40,N/A
IRM,24.06/30,0.78,-0.45,114.53,N/A,255.00,1.30,3.90,N/A
IRM,24.03/31,0.66,0.06,121.03,"1,264.82",85.20,1.10,3.70,"96,093.30"
IRM,23.12/31,0.63,0.73,110.91,96.54,51.30,1.10,3.60,"8,156.00"
IRM,23.09/30,0.94,0.90,62.37,66.10,59.80,1.70,4.10,"6,329.10"
IRM,23.06/30,1.30,1.43,43.69,39.81,71.30,2.30,4.60,"3,907.10"
IRM,23.03/31,1.98,1.87,26.57,28.22,98.30,3.60,5.70,"2,918.60"
IRM,22.12/31,1.90,2.19,26.02,22.76,86.70,3.50,5.60,"2,435.10"
IRM,22.09/30,1.70,1.82,25.76,24.15,71.10,3.20,5.30,"2,864.90"
IRM,22.06/30,1.26,2.23,38.06,21.87,46.00,2.50,4.70,"2,314.00"
IRM,22.03/31,1.53,2.61,35.93,21.19,47.90,3.00,5.70,"1,962.40"
IRM,21.12/31,1.55,2.96,33.66,17.70,45.70,3.20,5.90,"1,588.10"
IRM,21.09/30,2.20,3.36,19.78,12.91,60.30,4.50,7.00,"1,361.50"
IRM,21.06/30,2.10,3.97,20.14,10.65,58.00,4.30,6.80,"1,147.20"
IRM,21.03/31,1.13,3.32,32.91,11.12,32.00,2.30,4.60,"1,353.00"
IRM,20.12/31,1.19,3.94,24.79,7.47,32.50,2.50,4.70,"1,144.70"
IRM,20.09/30,0.47,3.25,58.05,8.24,11.70,1.00,3.60,"1,359.70"
IRM,20.06/30,0.71,3.56,37.15,7.34,15.80,1.50,4.20,"1,302.70"
IRM,20.03/31,1.05,3.90,22.66,6.09,21.00,2.20,4.80,"1,107.30"
IRM,19.12/31,0.93,5.10,34.23,6.25,16.70,2.00,4.60,843.80
IRM,19.09/30,1.32,5.26,24.39,6.16,22.50,2.90,5.60,798.60
IRM,19.06/30,1.22,5.78,26.45,5.42,18.80,2.70,5.50,727.60
IRM,19.03/31,1.22,6.14,29.97,5.77,17.80,2.80,6.00,678.00
IRM,18.12/31,1.28,6.51,26.21,4.98,17.40,3.00,6.50,537.00
IRM,18.09/30,0.79,6.77,46.74,5.10,9.90,1.80,5.30,509.30
EIX,24.09/30,3.40,40.47,25.44,2.15,8.60,1.60,3.00,425.50
EIX,24.06/30,2.48,40.06,28.75,1.79,6.20,1.20,2.60,434.10
EIX,24.03/31,2.27,39.41,31.05,1.79,5.60,1.10,2.50,434.90
EIX,23.12/31,3.11,40.47,22.91,1.77,7.60,1.50,3.00,411.70
EIX,23.09/30,3.21,40.91,19.66,1.55,7.90,1.60,2.90,399.40
EIX,23.06/30,2.48,41.24,27.97,1.68,6.10,1.20,2.40,391.70
EIX,23.03/31,2.19,40.86,32.23,1.73,5.40,1.10,2.20,391.80
EIX,22.12/31,1.60,41.00,39.70,1.56,3.90,0.80,1.90,387.40
EIX,22.09/30,1.90,40.29,29.97,1.40,4.60,1.00,1.70,386.00
EIX,22.06/30,1.33,41.40,47.55,1.53,3.30,0.70,1.60,363.70
EIX,22.03/31,1.54,41.29,45.70,1.70,3.80,0.80,1.70,362.90
EIX,21.12/31,2.00,41.81,34.16,1.63,4.90,1.00,1.90,358.50
EIX,21.09/30,2.03,39.06,27.64,1.42,5.10,1.10,2.10,379.20
EIX,21.06/30,2.17,40.56,26.92,1.42,5.30,1.20,2.00,349.40
EIX,21.03/31,2.18,40.43,27.27,1.45,5.20,1.20,1.90,347.70
EIX,20.12/31,1.98,37.66,32.18,1.69,4.70,1.10,1.80,380.30
EIX,20.09/30,0.94,42.95,54.01,1.18,2.20,0.50,1.20,309.70
EIX,20.06/30,3.05,44.10,17.71,1.19,7.00,1.70,2.50,290.00
EIX,20.03/31,3.40,43.53,16.71,1.26,7.90,1.90,2.60,297.60
EIX,19.12/31,3.77,45.83,21.06,1.74,9.40,2.10,2.70,298.10
EIX,19.09/30,-0.98,44.38,-85.03,1.60,-2.30,-0.50,-0.50,298.60
EIX,19.06/30,-0.76,40.64,-88.92,1.66,-2.10,-0.40,-0.30,330.20
EIX,19.03/31,-1.12,32.29,-55.58,1.92,-3.20,-0.70,-0.50,437.70
EIX,18.12/31,-1.30,35.40,-43.73,1.60,-3.60,-0.80,-0.50,370.80
EIX,18.09/30,1.42,37.10,47.73,1.82,3.90,0.90,2.80,324.70
VICI,24.09/30,2.70,24.95,12.41,1.34,11.00,6.30,6.00,70.40
VICI,24.06/30,2.55,24.67,11.34,1.16,10.50,6.00,5.70,71.50
VICI,24.03/31,2.53,24.38,12.02,1.22,10.50,6.00,5.70,72.20
VICI,23.12/31,2.47,24.90,13.12,1.31,10.40,5.90,5.60,72.90
VICI,23.09/30,2.43,23.86,12.44,1.22,10.20,5.80,5.60,75.70
VICI,23.06/30,2.22,23.55,14.72,1.33,9.50,5.40,5.30,76.60
VICI,23.03/31,1.47,23.28,23.45,1.40,6.30,3.60,3.90,78.00
VICI,22.12/31,1.27,25.00,27.92,1.42,5.50,3.30,3.70,69.70
VICI,22.09/30,1.08,22.55,36.16,1.32,4.50,2.80,3.30,70.20
VICI,22.06/30,1.02,24.27,45.83,1.32,4.10,2.70,3.60,69.70
VICI,22.03/31,1.62,22.51,21.64,1.38,8.00,5.30,5.90,40.60
VICI,21.12/31,1.76,21.45,18.68,1.56,9.40,5.80,6.20,44.70
VICI,21.09/30,1.86,21.71,14.95,1.27,10.00,5.90,6.20,45.00
VICI,21.06/30,2.32,17.99,13.26,1.73,13.30,7.40,6.70,77.50
VICI,21.03/31,2.25,17.75,12.78,1.59,12.70,7.00,6.70,78.60
VICI,20.12/31,1.75,18.60,15.35,1.45,10.10,5.50,5.60,80.40
VICI,20.09/30,1.36,17.42,17.76,1.34,8.30,4.60,5.10,80.50
VICI,20.06/30,0.93,18.39,21.10,1.05,5.50,3.10,4.10,80.10
VICI,20.03/31,0.83,16.43,21.01,1.02,4.70,2.80,3.80,94.00
VICI,19.12/31,1.24,18.31,21.57,1.48,7.10,4.40,5.00,65.50
VICI,19.09/30,1.42,17.35,17.70,1.31,7.90,4.90,5.40,56.40
VICI,19.06/30,1.46,19.38,15.74,1.13,8.30,5.00,5.30,55.70
VICI,19.03/31,1.47,17.16,15.75,1.27,8.70,5.10,5.40,63.20
VICI,18.12/31,1.43,18.57,13.28,1.02,8.40,4.90,5.20,65.00
VICI,18.09/30,1.25,16.55,18.89,1.31,7.40,4.10,4.60,71.20
CNC,24.09/30,5.78,52.32,12.91,1.45,11.40,3.70,17.40,201.20
CNC,24.06/30,5.29,51.64,12.53,1.29,10.70,3.40,17.60,203.60
CNC,24.03/31,5.05,50.38,15.35,1.56,10.50,3.30,17.20,206.10
CNC,23.12/31,4.95,47.56,14.67,1.53,10.60,3.20,16.90,227.10
CNC,23.09/30,4.49,46.88,15.26,1.47,9.80,3.00,16.30,233.10
CNC,23.06/30,4.89,46.77,13.64,1.44,10.80,3.40,16.80,222.30
CNC,23.03/31,2.68,45.47,23.50,1.39,5.90,1.80,10.50,230.80
CNC,22.12/31,2.07,41.82,38.64,1.93,4.70,1.50,9.10,218.80
CNC,22.09/30,3.43,44.22,22.41,1.78,7.60,2.50,11.10,219.00
CNC,22.06/30,3.15,45.04,26.61,1.88,7.00,2.30,9.80,207.30
CNC,22.03/31,2.52,46.58,32.78,1.81,5.60,1.90,9.00,204.20
CNC,21.12/31,2.28,45.97,35.70,1.79,5.10,1.80,8.60,191.70
CNC,21.09/30,1.22,45.38,49.36,1.37,2.80,1.00,6.20,193.00
CNC,21.06/30,1.20,44.46,59.03,1.64,2.80,1.00,6.80,175.30
CNC,21.03/31,4.17,45.27,15.10,1.41,9.60,3.60,16.70,166.10
CNC,20.12/31,3.12,45.16,19.25,1.35,7.20,2.70,13.80,165.90
CNC,20.09/30,3.59,44.39,16.66,1.31,9.30,3.30,15.70,165.20
CNC,20.06/30,2.85,43.26,23.65,1.47,8.50,3.00,14.70,172.20
CNC,20.03/31,1.98,43.25,41.25,1.48,5.60,1.90,9.50,181.50
CNC,19.12/31,3.14,30.35,19.69,2.07,10.90,3.70,15.20,225.50
CNC,19.09/30,3.23,29.76,13.22,1.45,11.50,4.10,18.90,177.20
CNC,19.06/30,3.05,29.40,16.97,1.78,11.30,3.90,19.30,181.80
CNC,19.03/31,2.62,27.95,20.28,1.90,9.90,3.50,17.80,190.00
CNC,18.12/31,2.26,27.98,26.31,2.17,9.10,3.10,17.90,182.10
CNC,18.09/30,2.41,25.95,33.43,2.79,10.00,3.30,17.50,191.50
WEC,24.09/30,4.10,38.21,23.53,2.52,10.80,2.90,4.10,274.10
WEC,24.06/30,4.34,38.25,18.11,2.05,11.50,3.10,4.30,269.00
WEC,24.03/31,4.59,38.38,17.92,2.14,12.20,3.30,4.40,262.70
WEC,23.12/31,4.22,37.17,19.94,2.27,11.40,3.10,4.20,274.80
WEC,23.09/30,4.33,37.26,18.60,2.16,11.80,3.20,4.30,269.60
WEC,23.06/30,4.29,37.04,20.59,2.38,11.70,3.20,4.30,268.30
WEC,23.03/31,4.28,36.90,22.15,2.57,11.80,3.30,4.30,267.80
WEC,22.12/31,4.45,36.07,21.00,2.60,12.40,3.50,4.50,268.00
WEC,22.09/30,4.37,36.00,20.45,2.48,12.30,3.50,4.40,259.00
